Time,ax,ay,az,gx,gy,gz,mx,my,mz
1004.6442307692308,0.5766908526420593,5.587440490722656,8.368000030517578,-2.1700000762939453,-0.42000001668930054,0.3499999940395355,143.3521728515625,45.463104248046875,19.435129165649414
1004.6538461538462,0.569512128829956,5.482152462005615,8.552253723144531,3.2200000286102295,-5.460000038146973,0.6299999952316284,146.3920135498047,44.72032165527344,22.64755630493164
1004.6634615384615,0.5288326740264893,5.470187664031982,8.250746726989746,4.199999809265137,-9.59000015258789,0.14000000059604645,146.27206420898438,42.3345832824707,20.963769912719727
1004.673076923077,0.4809745252132416,5.551546573638916,8.233996391296387,1.8200000524520874,-10.569999694824219,-0.14000000059604645,144.52406311035156,39.956565856933594,18.871707916259766
1004.6826923076924,0.6508709788322449,5.716657638549805,8.131101608276367,-0.5600000023841858,-10.149999618530273,1.1200000047683716,144.90309143066406,43.35843276977539,20.59369468688965
1004.6923076923077,0.7035149931907654,5.709478855133057,8.193317413330078,-4.199999809265137,-5.880000114440918,3.1500000953674316,144.43421936035156,43.69707107543945,20.09612464904785
1004.7019230769231,0.5766908526420593,5.592226028442383,8.312962532043457,-6.650000095367432,-1.5399999618530273,3.7100000381469727,145.96170043945312,46.1074333190918,21.77483558654785
1004.7115384615386,0.5264397859573364,5.436686992645264,8.183745384216309,-5.53000020980835,-0.14000000059604645,4.269999980926514,145.88587951660156,45.330902099609375,22.198440551757812
1005.4134615384615,0.3541503846645355,5.2524333000183105,7.922918796539307,2.6600000858306885,0.07000000029802322,6.369999885559082,144.9420928955078,44.68677520751953,21.3896484375
1005.423076923077,0.48576033115386963,5.419936656951904,7.855917453765869,12.739999771118164,0.6299999952316284,8.890000343322754,145.98306274414062,44.23223114013672,20.460983276367188
1005.4326923076924,0.5168681740760803,5.429508686065674,7.56158971786499,19.809999465942383,4.130000114440918,10.5,143.39927673339844,45.473018646240234,20.838428497314453
1005.4423076923077,0.22493335604667664,5.156716823577881,7.284012317657471,14.0,8.819999694824219,9.170000076293945,146.18386840820312,43.155364990234375,21.810791015625
1005.4519230769231,0.2943277060985565,5.250040531158447,7.508945465087891,13.15999984741211,8.329999923706055,12.039999961853027,144.82859802246094,43.90231704711914,20.690603256225586
1005.4615384615386,0.3038993179798126,5.168681621551514,7.48262357711792,21.21000099182129,13.579999923706055,14.0,142.32489013671875,45.64075469970703,19.61368751525879
1005.4711538461539,0.48815324902534485,5.321827411651611,7.820023536682129,32.7599983215332,15.75,14.5600004196167,145.65245056152344,42.16070556640625,19.815616607666016
1005.4807692307693,0.4020085632801056,5.319434642791748,7.712342739105225,39.20000076293945,24.56999969482422,12.319999694824219,143.33804321289062,45.46013259887695,19.014137268066406
1006.1826923076924,0.3732936680316925,5.551546573638916,7.884632110595703,33.11000061035156,29.1200008392334,12.180000305175781,142.8708038330078,42.87906265258789,18.139171600341797
1006.1923076923077,0.41636601090431213,5.79801607131958,8.044957160949707,28.489999771118164,35.349998474121094,11.0600004196167,144.21719360351562,46.93001174926758,21.371593475341797
1006.2019230769231,0.35893622040748596,5.87698221206665,7.870274543762207,34.439998626708984,37.939998626708984,8.609999656677246,145.11770629882812,46.52466583251953,22.415199279785156
1006.2115384615386,0.4546525478363037,6.054057598114014,7.64773416519165,46.900001525878906,44.310001373291016,3.7100000381469727,144.87274169921875,45.51152420043945,22.79798126220703
1006.2211538461539,0.5240468978881836,6.223953723907471,7.791308879852295,66.22000122070312,58.939998626708984,-3.5,143.4134063720703,45.47599411010742,21.259418487548828
1006.2307692307693,0.04307234659790993,6.709714412689209,8.088028907775879,78.88999938964844,67.62000274658203,-5.599999904632568,141.33059692382812,45.825340270996094,20.77455711364746
1006.2403846153846,0.08853759616613388,7.688413619995117,8.449358940124512,67.62000274658203,68.31999969482422,-3.009999990463257,142.72573852539062,47.44728469848633,21.19291114807129
1006.25,-0.3350071310997009,8.178959846496582,8.578575134277344,39.619998931884766,64.61000061035156,-1.6100000143051147,138.09552001953125,48.20573043823242,18.694841384887695
1006.9423076923077,-0.5455830693244934,8.368000030517578,8.779580116271973,-0.7699999809265137,56.06999969482422,1.4700000286102295,140.8163299560547,47.273555755615234,23.558063507080078
1006.9519230769231,-0.23450499773025513,7.5926971435546875,8.904010772705078,-38.36000061035156,51.52000045776367,8.260000228881836,140.53927612304688,47.29401779174805,21.46076011657715
1006.9615384615386,-0.48815324902534485,6.645105838775635,9.889888763427734,-53.76000213623047,46.20000076293945,10.850000381469727,137.36500549316406,49.40742492675781,20.03424072265625
1006.9711538461539,-0.9667348861694336,5.735800743103027,10.387614250183105,-41.15999984741211,30.309999465942383,14.0,139.13133239746094,46.98952102661133,20.29472541809082
