Time,ax,ay,az,gx,gy,gz,mx,my,mz
3036.471153846154,8.035385131835938,4.833674430847168,0.923662543296814,15.609999656677246,2.450000047683716,-3.7799999713897705,131.57997131347656,102.17962646484375,111.99722290039062
3036.4807692307695,8.157423973083496,4.958105564117432,0.6245490312576294,18.059999465942383,3.1500000953674316,-1.4700000286102295,132.92921447753906,100.11128234863281,113.30375671386719
3036.4903846153848,8.061707496643066,5.089715480804443,0.5049036145210266,21.06999969482422,3.9200000762939453,0.14000000059604645,133.1896209716797,102.44780731201172,113.01527404785156
3036.5,8.138280868530273,5.163895606994629,0.16271774470806122,24.850000381469727,2.870000123977661,0.6299999952316284,132.94935607910156,101.43566131591797,113.53839111328125
3036.5096153846157,8.372785568237305,5.357721328735352,-0.07896596938371658,27.15999984741211,1.3300000429153442,0.8400000333786011,132.79522705078125,102.24256134033203,112.42079162597656
3036.519230769231,8.356035232543945,5.384043216705322,-0.22493335604667664,27.510000228881836,-1.6100000143051147,0.3499999940395355,133.6400909423828,102.38507843017578,114.12261962890625
3036.528846153846,8.382356643676758,5.410365104675293,-0.17707519233226776,26.809999465942383,-4.340000152587891,-0.5600000023841858,132.19488525390625,102.35252380371094,113.00505065917969
3036.538461538462,8.49003791809082,5.419936656951904,-0.2010042816400528,23.729999542236328,-6.300000190734863,-0.7699999809265137,133.39984130859375,101.3729248046875,114.64574432373047
3037.2403846153848,8.418251037597656,5.396007537841797,-0.03350071236491203,19.25,-7.840000152587891,-1.4700000286102295,134.88995361328125,99.53523254394531,115.15111541748047
3037.25,8.537896156311035,5.403186321258545,-0.09332341700792313,14.84000015258789,-8.890000343322754,-2.0999999046325684,133.82501220703125,99.70494842529297,114.20703125
3037.2596153846157,8.607290267944336,5.345756530761719,0.023929081857204437,9.730000495910645,-8.539999961853027,-2.5899999141693115,133.47564697265625,102.14945983886719,114.2221450805664
3037.269230769231,8.48046588897705,5.352935314178467,0.07178724557161331,5.53000020980835,-9.100000381469727,-3.009999990463257,133.7744903564453,100.53366088867188,116.17669677734375
3037.278846153846,8.595325469970703,5.415151119232178,0.12443122267723083,3.640000104904175,-8.539999961853027,-3.009999990463257,134.0160675048828,102.86622619628906,115.32688903808594
3037.288461538462,8.451751708984375,5.345756530761719,0.22014755010604858,4.059999942779541,-7.769999980926514,-2.799999952316284,133.26751708984375,100.58450317382812,113.3853759765625
3037.298076923077,8.363213539123535,5.3505425453186035,0.22971917688846588,7.699999809265137,-8.119999885559082,-2.1700000762939453,133.31163024902344,102.19371032714844,115.49276733398438
3037.3076923076924,8.432607650756836,5.400793552398682,0.2105759084224701,14.279999732971191,-8.399999618530273,-0.9800000190734863,132.30540466308594,104.73627471923828,114.40816497802734
3038.0,8.478073120117188,5.443865776062012,0.18664683401584625,19.950000762939453,-7.840000152587891,0.49000000953674316,131.89987182617188,102.92876434326172,112.68861389160156
3038.0096153846157,8.511573791503906,5.417543888092041,0.2512553632259369,24.010000228881836,-6.650000095367432,1.5399999618530273,134.1110382080078,99.40660095214844,115.41390228271484
3038.019230769231,8.413464546203613,5.439080238342285,0.19861137866973877,26.389999389648438,-5.670000076293945,2.450000047683716,132.4976806640625,104.6979751586914,113.97953033447266
3038.028846153846,8.48046588897705,5.419936656951904,0.11725249886512756,27.93000030517578,-6.019999980926514,2.5899999141693115,134.24261474609375,104.1552734375,115.55387115478516
3038.038461538462,8.305784225463867,5.568296909332275,0.13639576733112335,28.770000457763672,-3.9200000762939453,1.3300000429153442,131.57908630371094,101.13908386230469,113.49500274658203
3038.048076923077,8.425429344177246,5.53001070022583,0.03350071236491203,26.040000915527344,-5.320000171661377,1.5399999618530273,129.5442657470703,102.53888702392578,112.91565704345703
3038.0576923076924,8.803508758544922,5.587440490722656,0.23689790070056915,22.190000534057617,-6.929999828338623,1.2599999904632568,132.71556091308594,102.02478790283203,115.04625701904297
3038.067307692308,8.042564392089844,5.577868938446045,0.2895418703556061,20.440000534057617,-6.789999961853027,-0.9800000190734863,135.27195739746094,101.3377914428711,116.16902160644531
3038.769230769231,8.384750366210938,5.302684307098389,0.38765111565589905,16.65999984741211,-6.510000228881836,-0.699999988079071,130.7085723876953,103.1506576538086,114.13778686523438
3038.778846153846,8.274676322937012,5.4342942237854,0.6436922550201416,12.949999809265137,-5.809999942779541,-1.190000057220459,131.5431365966797,102.73143768310547,113.21676635742188
